Task ID,Message Type,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Req. Header,Size Req. Body,Size Resp. Header,Size Resp. Body,Highest Alert,State,Payloads
0,Original,Sun Dec 14 20:23:22 CET 2025,POST,https://localhost:8000/api/register,201,Created,704,461,150,955,24,,,[]
1,Fuzzed,Mon Dec 15 09:44:14 CET 2025,POST,https://localhost:8000/api/register,201,Created,656,462,1726,1147,24,,Reflected,"[28471589181, a]"
10,Fuzzed,Mon Dec 15 09:44:14 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,687,462,1727,643,697,,Reflected,"[28471589181, []]"
7,Fuzzed,Mon Dec 15 09:44:14 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,699,462,1730,647,697,,Reflected,"[28471589181, !!!!!]"
3,Fuzzed,Mon Dec 15 09:44:14 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,709,462,1728,643,697,,Reflected,"[28471589181, abc]"
5,Fuzzed,Mon Dec 15 09:44:14 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,709,462,1730,645,697,,Reflected,"[28471589181, abcde]"
6,Fuzzed,Mon Dec 15 09:44:14 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,717,462,1730,641,697,,Reflected,"[28471589181, 12345]"
2,Fuzzed,Mon Dec 15 09:44:14 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,707,462,1727,643,697,,Reflected,"[28471589181, ab]"
8,Fuzzed,Mon Dec 15 09:44:14 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,701,462,1730,641,697,,Reflected,"[28471589181, .....]"
4,Fuzzed,Mon Dec 15 09:44:14 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,705,462,1729,643,697,,Reflected,"[28471589181, abcd]"
9,Fuzzed,Mon Dec 15 09:44:14 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,762,462,1729,641,697,,Reflected,"[28471589181, null]"
14,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,274,462,1734,645,697,,Reflected,"[28471589181, undefined]"
15,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,272,462,1733,643,697,,Reflected,"[28471589181, <script>]"
13,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,282,462,1730,649,697,,Reflected,"[28471589181, false]"
11,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,274,462,1727,643,697,,Reflected,"[28471589181, {}]"
16,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,303,462,1750,641,697,,Reflected,"[28471589181, <script>alert(1)</script>]"
18,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,201,Created,302,462,1726,1147,24,,Reflected,"[74059407950, a]"
12,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,355,462,1729,647,697,,Reflected,"[28471589181, true]"
19,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,433,462,1727,641,697,,Reflected,"[74059407950, ab]"
17,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,477,462,1736,641,697,,Reflected,"[28471589181, ' OR 1=1 --]"
20,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,419,462,1728,643,697,,Reflected,"[74059407950, abc]"
22,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,206,462,1730,643,697,,Reflected,"[74059407950, abcde]"
21,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,215,462,1729,643,697,,Reflected,"[74059407950, abcd]"
23,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,217,462,1730,645,697,,Reflected,"[74059407950, 12345]"
24,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,244,462,1730,641,697,,Reflected,"[74059407950, !!!!!]"
26,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,262,462,1729,641,697,,Reflected,"[74059407950, null]"
25,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,329,462,1730,641,697,,Reflected,"[74059407950, .....]"
27,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,305,462,1727,641,697,,Reflected,"[74059407950, []]"
28,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,226,462,1727,641,697,,Reflected,"[74059407950, {}]"
29,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,212,462,1729,643,697,,Reflected,"[74059407950, true]"
30,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,224,462,1730,641,697,,Reflected,"[74059407950, false]"
32,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,277,462,1733,647,697,,Reflected,"[74059407950, <script>]"
31,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,286,462,1734,647,697,,Reflected,"[74059407950, undefined]"
34,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,325,462,1736,641,697,,Reflected,"[74059407950, ' OR 1=1 --]"
33,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,357,462,1750,645,697,,Reflected,"[74059407950, <script>alert(1)</script>]"
35,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,201,Created,295,462,1726,1145,24,,Reflected,"[67611142339, a]"
36,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,251,462,1727,647,697,,Reflected,"[67611142339, ab]"
37,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,263,462,1728,645,697,,Reflected,"[67611142339, abc]"
40,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,268,462,1730,645,697,,Reflected,"[67611142339, 12345]"
39,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,298,462,1730,641,697,,Reflected,"[67611142339, abcde]"
38,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,366,462,1729,641,697,,Reflected,"[67611142339, abcd]"
41,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,256,462,1730,645,697,,Reflected,"[67611142339, !!!!!]"
42,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,291,462,1730,645,697,,Reflected,"[67611142339, .....]"
43,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,248,462,1729,643,697,,Reflected,"[67611142339, null]"
44,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,280,462,1727,643,697,,Reflected,"[67611142339, []]"
45,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,276,462,1727,645,697,,Reflected,"[67611142339, {}]"
46,Fuzzed,Mon Dec 15 09:44:15 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,275,462,1729,643,697,,Reflected,"[67611142339, true]"
47,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,349,462,1730,643,697,,Reflected,"[67611142339, false]"
48,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,324,462,1734,641,697,,Reflected,"[67611142339, undefined]"
49,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,300,462,1733,643,697,,Reflected,"[67611142339, <script>]"
50,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,263,462,1750,641,697,,Reflected,"[67611142339, <script>alert(1)</script>]"
51,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,284,462,1736,647,697,,Reflected,"[67611142339, ' OR 1=1 --]"
52,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,201,Created,292,462,1726,1145,24,,Reflected,"[82461421998, a]"
53,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,252,462,1727,641,697,,Reflected,"[82461421998, ab]"
56,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,275,462,1730,645,697,,Reflected,"[82461421998, abcde]"
57,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,233,462,1730,641,697,,Reflected,"[82461421998, 12345]"
54,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,392,462,1728,645,697,,Reflected,"[82461421998, abc]"
55,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,383,462,1729,643,697,,Reflected,"[82461421998, abcd]"
58,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,302,462,1730,643,697,,Reflected,"[82461421998, !!!!!]"
59,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,371,462,1730,645,697,,Reflected,"[82461421998, .....]"
60,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,385,462,1729,643,697,,Reflected,"[82461421998, null]"
61,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,383,462,1727,645,697,,Reflected,"[82461421998, []]"
62,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,364,462,1727,641,697,,Reflected,"[82461421998, {}]"
64,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,459,462,1730,641,697,,Reflected,"[82461421998, false]"
66,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,351,462,1733,643,697,,Reflected,"[82461421998, <script>]"
65,Fuzzed,Mon Dec 15 09:44:16 CET 2025,POST,https://localhost:8000/api/register,500,Internal Server Error,391,462,1734,641,697,,Reflected,"[82461421998, undefined]"
